ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_ratio
1093894.16,99.46,85.89,1083169.54,98.48
1093894.16,99.46,85.89,1083169.54,98.48
1093577.16,99.46,85.89,1082793.91,98.48
1093577.16,99.46,85.89,1082793.91,98.48
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093577.16,99.46,85.89,1082934.16,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093419.97,99.46,85.89,1082751.67,98.49
1093158.42,99.46,85.9,1082490.46,98.49
1093158.42,99.46,85.9,1082490.46,98.49
1093158.42,99.46,85.9,1082490.46,98.49
1093158.42,99.46,85.9,1082490.46,98.49
1093158.42,99.46,85.9,1082490.46,98.49
1093158.42,99.46,85.9,1082490.46,98.49
1093158.42,99.46,85.9,1082490.46,98.49
1093158.42,99.46,85.9,1082490.46,98.49
1093158.42,99.46,85.9,1082490.46,98.49
1093158.42,99.46,85.9,1082490.46,98.49
1093158.42,99.46,85.9,1082490.46,98.49
1093158.42,99.46,85.9,1082443.7,98.49
1093158.42,99.46,85.9,1082443.7,98.49
1093158.42,99.46,85.9,1082444.73,98.49
1093158.42,99.46,85.9,1082444.73,98.49
1093158.42,99.46,85.9,1082444.73,98.49
1093158.42,99.46,85.9,1082444.73,98.49
1093158.42,99.46,85.9,1082444.73,98.49
1093158.42,99.46,85.9,1082444.73,98.49
1093158.42,99.46,85.9,1082444.73,98.49
1093158.42,99.46,85.9,1082444.73,98.49
1093158.42,99.46,85.9,1082444.73,98.49
1093158.42,99.46,85.9,1082444.73,98.49
1093158.42,99.46,85.9,1082444.73,98.49
1093158.42,99.46,85.9,1082444.73,98.49
1093158.42,99.46,85.9,1082444.73,98.49
1093158.42,99.46,85.9,1082492.65,98.49
1093158.42,99.46,85.9,1082449.4,98.49
1093158.42,99.46,85.9,1082449.4,98.49
1093158.42,99.46,85.9,1082449.4,98.49
1093158.42,99.46,85.9,1082449.4,98.49
1093158.42,99.46,85.9,1082449.4,98.49
1093158.42,99.46,85.9,1082449.4,98.49
1093158.42,99.46,85.9,1082459.59,98.49
1093158.42,99.46,85.9,1082459.59,98.49
1093158.42,99.46,85.9,1082459.59,98.49
1093158.42,99.46,85.9,1082459.59,98.49
1093158.42,99.46,85.9,1082459.59,98.49
1093158.42,99.46,85.9,1082459.59,98.49
1093158.42,99.46,85.9,1082459.59,98.49
1093158.42,99.46,85.9,1082459.59,98.49
1093158.42,99.46,85.9,1082459.59,98.49
1093158.42,99.46,85.9,1082459.59,98.49
1093158.42,99.46,85.9,1082459.59,98.49
1093158.42,99.46,85.9,1082459.59,98.49
1093158.42,99.46,85.9,1082459.59,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082462.79,98.49
1093169.95,99.47,85.9,1082526.06,98.5
1093169.95,99.47,85.9,1082526.06,98.5
1093169.95,99.47,85.9,1082526.06,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093012.75,99.47,85.9,1082399.15,98.5
1093029.89,99.47,85.9,1082402.66,98.5
1093029.89,99.47,85.9,1082402.66,98.5
1093029.89,99.47,85.9,1082402.66,98.5
1093029.89,99.47,85.9,1082402.66,98.5
1093029.89,99.47,85.9,1082402.66,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092872.55,99.47,85.9,1082221.45,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092555.22,99.47,85.9,1081962.42,98.5
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081834.01,98.51
1092398.03,99.47,85.9,1081878.66,98.51
1092398.03,99.47,85.9,1081765.43,98.5
1092240.84,99.47,85.9,1081629.2,98.5
1092240.84,99.47,85.9,1081629.2,98.5
1092240.84,99.47,85.9,1081629.2,98.5
1092240.84,99.47,85.9,1081629.2,98.5
1092240.84,99.47,85.9,1081629.2,98.5
1092240.84,99.47,85.9,1081629.2,98.5
1092240.84,99.47,85.9,1081629.2,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081475.39,98.5
1092083.64,99.47,85.9,1081597.52,98.51
1092083.64,99.47,85.9,1081597.52,98.51
1092083.64,99.47,85.9,1081597.52,98.51
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081461.3,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081498.09,98.52
1091926.45,99.47,85.9,1081679.72,98.54
1091926.45,99.47,85.9,1081679.72,98.54
1091926.45,99.47,85.9,1081679.72,98.54
1091926.45,99.47,85.9,1081679.72,98.54
1091926.45,99.47,85.9,1081679.72,98.54
1091926.45,99.47,85.9,1081679.72,98.54
1091926.45,99.47,85.9,1081679.72,98.54
1091926.45,99.47,85.9,1081679.72,98.54
1091926.45,99.47,85.9,1081679.72,98.54
1091926.45,99.47,85.9,1081679.72,98.54
1091926.45,99.47,85.9,1081679.72,98.54
1091926.45,99.47,85.9,1081679.72,98.54
1091926.45,99.47,85.9,1081679.72,98.54
1091769.26,99.47,85.9,1081525.91,98.54
1091769.26,99.47,85.9,1081525.91,98.54
1091769.26,99.47,85.9,1081525.91,98.54
1091769.26,99.47,85.9,1081525.91,98.54
1091769.26,99.47,85.9,1081525.91,98.54
1091769.26,99.47,85.9,1081525.91,98.54
1091769.26,99.47,85.9,1081525.91,98.54
1091780.49,99.47,85.9,1081564.83,98.54
1091780.49,99.47,85.9,1081564.83,98.54
1091780.49,99.47,85.9,1081564.83,98.54
1091780.49,99.47,85.9,1081564.83,98.54
1091780.49,99.47,85.9,1081564.83,98.54
1091780.49,99.47,85.9,1081564.83,98.54
1091780.49,99.47,85.9,1081564.83,98.54
1091780.49,99.47,85.9,1081564.83,98.54
1091791.57,99.47,85.9,1081640.38,98.55
1091791.57,99.47,85.9,1081640.38,98.55
1091791.57,99.47,85.9,1081640.38,98.55
1091791.57,99.47,85.9,1081640.38,98.55
1091791.57,99.47,85.9,1081640.38,98.55
1091791.57,99.47,85.9,1081640.38,98.55
1091791.57,99.47,85.9,1081640.38,98.55
1091791.57,99.47,85.9,1081640.38,98.55
1091791.57,99.47,85.9,1081640.38,98.55
1091791.57,99.47,85.9,1081640.38,98.55
1091791.57,99.47,85.9,1081760.66,98.56
1091791.57,99.47,85.9,1081760.66,98.56
1091791.57,99.47,85.9,1081760.66,98.56
1091791.57,99.47,85.9,1081760.66,98.56
1091791.57,99.47,85.9,1081760.66,98.56
1091791.57,99.47,85.9,1081760.66,98.56
1091808.7,99.47,85.91,1081808.83,98.56
1091808.7,99.47,85.91,1081808.83,98.56
1091808.7,99.47,85.91,1081808.83,98.56
1091808.7,99.47,85.91,1081808.83,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081433.21,98.56
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081629.17,98.57
1091491.71,99.47,85.91,1081618.12,98.57
1091491.71,99.47,85.91,1081618.12,98.57
1091505.75,99.47,85.91,1081621.53,98.57
1091505.75,99.47,85.91,1081621.53,98.57
1091505.75,99.47,85.91,1081621.53,98.57
1091505.75,99.47,85.91,1081621.53,98.57
1091505.75,99.47,85.91,1081621.53,98.57
1091505.75,99.47,85.91,1081621.53,98.57
1091505.75,99.47,85.91,1081625.2,98.57
1091505.75,99.47,85.91,1081625.2,98.57
1091505.75,99.47,85.91,1081625.2,98.57
1091505.75,99.47,85.91,1081625.2,98.57
1091505.75,99.47,85.91,1081625.2,98.57
1091505.75,99.47,85.91,1081625.2,98.57
1091505.75,99.47,85.91,1081684.07,98.58
1091516.97,99.47,85.91,1081686.64,98.58
1091516.97,99.47,85.91,1081507.03,98.56
1091516.97,99.47,85.91,1081507.03,98.56
1091516.97,99.47,85.91,1081507.03,98.56
1091516.97,99.47,85.91,1081507.03,98.56
1091516.97,99.47,85.91,1081507.03,98.56
1091528.2,99.48,85.91,1081510.32,98.56
1091528.2,99.48,85.91,1081510.32,98.56
1091528.2,99.48,85.91,1081510.32,98.56
1091528.2,99.48,85.91,1081510.32,98.56
1091528.2,99.48,85.91,1081510.32,98.56
1091528.2,99.48,85.91,1081510.32,98.56
1091528.2,99.48,85.91,1081510.32,98.56
1091528.2,99.48,85.91,1081715.51,98.58
1091528.2,99.48,85.91,1081715.51,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081718.94,98.58
1091542.24,99.48,85.91,1081723.98,98.58
1091542.24,99.48,85.91,1081723.98,98.58
1091542.24,99.48,85.91,1081723.98,98.58
1091542.24,99.48,85.91,1081723.98,98.58
1091542.24,99.48,85.91,1081723.98,98.58
1091280.69,99.48,85.92,1081462.77,98.59
1091280.69,99.48,85.92,1081462.77,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081465.39,98.59
1091297.53,99.48,85.92,1081419.66,98.58
